non_ipa,ipa,chart,height/manner,place/color,misc1,misc2
e«,eə,vowel,higher-mid-to-mid,front_unrounded-to-central,plain,plain
NEW_PARAMETER,ɑ̟,vowel,low,advanced-back_unrounded,plain,plain
NEW,a̟,vowel,low,advanced-central_unrounded,plain,plain
a+,a+,vowel,low,advanced-central_unrounded,plain,plain
,ɒ,vowel,low,back_rounded,plain,plain
A,ɑ,vowel,low,back_unrounded,plain,plain
a,a,vowel,low,central_unrounded,plain,plain
NEW_PARAMETER,ä,vowel,low,centralized-central_unrounded,plain,plain
NEW,ɶ,vowel,low,front_rounded,plain,plain
NEW,a̱,vowel,low,retracted-central_unrounded,plain,plain
NEW,aw,vowel,low-to-glide,central_unrounded-to-labiovelar,plain,plain
aj,aj,vowel,low-to-glide,central_unrounded-to-palatal,plain,plain
au,au,vowel,low-to-high,central_unrounded-to-back_rounded,plain,plain
ai,ai,vowel,low-to-high,central_unrounded-to-front,plain,plain
a¬,aʉ,vowel,low-to-high,central_unrounded-to-rounded,plain,plain
ai9,ai̯,vowel,low-to-high_glide,central_unrounded-to-front,plain,plain
ao,ao,vowel,low-to-higher-mid,central_unrounded-to-back_rounded,plain,plain
aU,aʊ,vowel,low-to-lower-high,central_unrounded-to-back_rounded,plain,plain
aI,aɪ,vowel,low-to-lower-high,central_unrounded-to-front,plain,plain
U,ʊ,vowel,lower-high,back_rounded,plain,plain
NEW,,vowel,lower-high,central_rounded,plain,plain
®,ɨ̞,vowel,lower-high,central_unrounded,plain,plain
NEW,,vowel,lower-high,central_unrounded,plain,plain
Y,ʏ,vowel,lower-high,front_rounded,plain,plain
I,ɪ,vowel,lower-high,front_unrounded,plain,plain
UY9,ʊʏ̯,vowel,lower-high-to-high_glide,back_rounded-to-front_unrounded,plain,plain
U,ʊɔ,vowel,lower-high-to-lower-mid,back_rounded,plain,plain
IE,ɪɛ,vowel,lower-high-to-lower-mid,front_unrounded,plain,plain
,ɔ,vowel,lower-mid,back_rounded,plain,plain
Ã,ʌ,vowel,lower-mid,back_unrounded,plain,plain
NEW,ʚ,vowel,lower-mid,central_rounded,plain,plain
Î,ɜ,vowel,lower-mid,central_unrounded,plain,plain
¿,œ,vowel,lower-mid,front_rounded,plain,plain
E,ɛ,vowel,lower-mid,front_unrounded,plain,plain
NEW,ʌ̠,vowel,lower-mid,retracted-back_unrounded,plain,plain
NEW,ɛ̠,vowel,lower-mid,retracted-front_unrounded,plain,plain
j,ɔj,vowel,lower-mid-to-glide,back_rounded-to-palatal,plain,plain
NEW,ɛj,vowel,lower-mid-to-glide,front_unrounded-to-palatal,plain,plain
i,ɔi,vowel,lower-mid-to-high,back_rounded-to-front_unrounded,plain,plain
¿u,œu,vowel,lower-mid-to-high,front_rounded-to-back,plain,plain
¿i,œi,vowel,lower-mid-to-high,front_rounded-to-unrounded,plain,plain
i9,ɔi̯,vowel,lower-mid-to-high_glide,back_rounded-to-front_unrounded,plain,plain
Ei9,ɛi̯,vowel,lower-mid-to-high_glide,central_unrounded-to-front,plain,plain
>u,u̞,vowel,lowered-high,back_rounded,plain,plain
u1,u̞,vowel,lowered-high,back_rounded,plain,plain
u4,u̞,vowel,lowered-high,back_rounded,plain,plain
>i,i̞,vowel,lowered-high,front_unrounded,plain,plain
i1,i̞,vowel,lowered-high,front_unrounded,plain,plain
i4,i̞,vowel,lowered-high,front_unrounded,plain,plain
i¢,i̞,vowel,lowered-high,front_unrounded,plain,plain
NEW,u̠̞,vowel,lowered-high,retracted-back_rounded,plain,plain
NEW,i̠̞,vowel,lowered-high,retracted-front_unrounded,plain,plain
>Q,æ̞,vowel,lowered-higher-low,front_unrounded,plain,plain
>o,o̞,vowel,lowered-higher-mid,back_rounded,plain,plain
o1,o̞,vowel,lowered-higher-mid,back_rounded,plain,plain
o4,o̞,vowel,lowered-higher-mid,back_rounded,plain,plain
e1,e̞,vowel,lowered-higher-mid,front_unrounded,plain,plain
e4,e̞,vowel,lowered-higher-mid,front_unrounded,plain,plain
NEW,ɑ̞,vowel,lowered-low,back_unrounded,plain,plain
>a,a̞,vowel,lowered-low,central_unrounded,plain,plain
a4,a̞,vowel,lowered-low,central_unrounded,plain,plain
NEW_PARAMETER,ʊ̞,vowel,lowered-lower-high,back_rounded,plain,plain
NEW_PARAMETER,ɪ̞,vowel,lowered-lower-high,front_unrounded,plain,plain
>E,ɛ̞,vowel,lowered-lower-mid,front_unrounded,plain,plain
NEW_PARAMETER,ə̞,vowel,lowered-mid,central_unrounded,plain,plain
«+,ə̟,vowel,mid,advanced-central_unrounded,plain,plain
NEW,ə̹,vowel,mid,central_rounded,plain,plain
«,ə,vowel,mid,central_unrounded,plain,plain
NEW,ə̠,vowel,mid,retracted-central_unrounded,plain,plain
«9i,ə̯i,vowel,mid_glide-to-high,central_unrounded-to-front,plain,plain
NEW_PARAMETER,əw,vowel,mid-to-glide,central_unrounded-to-labiovelar,plain,plain
NEW_PARAMETER,əj,vowel,mid-to-glide,central_unrounded-to-palatal,plain,plain
«u,əu,vowel,mid-to-high,central_unrounded-to-back_rounded,plain,plain
«i,əi,vowel,mid-to-high,central_unrounded-to-front,plain,plain
«o,əo,vowel,mid-to-higher-mid,central_unrounded-to-central_unrounded,plain,plain
«e,əe,vowel,mid-to-higher-mid,central_unrounded-to-front,plain,plain
NEW,ʊi,vowel,lower-high-to-high,back_rounded-to-front_unrounded,plain,plain
NEW,ɒi,vowel,low-to-high,back_rounded-to-front_unrounded,plain,plain
NEW,ɑɨ,vowel,low-to-high,back_unrounded-to-central_unrounded,plain,plain
NEW,ɪu,vowel,lower-high-to-high,front_unrounded-to-back_rounded,plain,plain
NEW,ɛu,vowel,higher-mid-to-high,front_unrounded-to-back_rounded,plain,plain
NEW,ɨ̞u,vowel,lower-high-to-high,central_unrounded-to-back_rounded,plain,plain
NEW,i̟̝,vowel,raised,advanced,plain,plain
NEW,u̟̝,vowel,raised-high,advanced-back_rounded,plain,plain
NEW,i̟̝,vowel,raised-high,advanced-front_unrounded,plain,plain
u3,u̝,vowel,raised-high,back_rounded,plain,plain
NEW,ɨ̝,vowel,raised-high,central_unrounded,plain,plain
i3,i̝,vowel,raised-high,front_unrounded,plain,plain
NEW,æ̝,vowel,raised-higher-low,front_unrounded,plain,plain
o3,o̝,vowel,raised-higher-mid,back_rounded,plain,plain
e3,e̝,vowel,raised-higher-mid,front_unrounded,plain,plain
NEW,a̟̝,vowel,raised-low,advanced_central_unrounded,plain,plain
NEW,ɑ̝,vowel,raised-low,back_unrounded,plain,plain
a^,a̝,vowel,raised-low,central_unrounded,plain,plain
a3,a̝,vowel,raised-low,central_unrounded,plain,plain
NEW_PARAMETER,ʊ̝,vowel,raised-lower-high,back_rounded,plain,plain
NEW_PARAMETER,ɪ̝,vowel,raised-lower-high,front_unrounded,plain,plain
3,ɔ̝,vowel,raised-lower-mid,back_rounded,plain,plain
Ã£,ʌ̝,vowel,raised-lower-mid,back_unrounded,plain,plain
NEW,ɛ̝,vowel,raised-lower-mid,front_unrounded,plain,plain
«3,ə̝,vowel,raised-mid,central_unrounded,plain,plain
AUTO(u),u˞,vowel,high,back_rounded,plain,rhotic
NEW_PARAMETER,ü˞,vowel,high,centralized-back_rounded,plain,rhotic
NEW_PARAMETER,ï˞,vowel,high,centralized-front_unrounded,plain,rhotic
AUTO(i),i˞,vowel,high,front_unrounded,plain,rhotic
AUTO(o),o˞,vowel,higher-mid,back_rounded,plain,rhotic
AUTO(e),e˞,vowel,higher-mid,front_unrounded,plain,rhotic
AUTO(a),a˞,vowel,low,central_unrounded,plain,rhotic
NEW_PARAMETER,ä˞,vowel,low,centralized-central_unrounded,plain,rhotic
NEW,a̝˞,vowel,raised,central_unrounded,plain,rhotic
u8,u̥,vowel,high,back_rounded,plain,voiceless
AUTO(ɯ),ɯ̥,vowel,high,back_unrounded,plain,voiceless
AUTO(ɨ),ɨ̥,vowel,high,central_unrounded,plain,voiceless
i8,i̥,vowel,high,front_unrounded,plain,voiceless
i¥,i̥,vowel,high,front_unrounded,plain,voiceless
AUTO(uo),u̥o̥,vowel,high-to-higher-mid,back_rounded,plain,voiceless
AUTO(ie),i̥e̥,vowel,high-to-higher-mid,front_unrounded,plain,voiceless
AUTO(æ),æ̥,vowel,higher-low,front_unrounded,plain,voiceless
o8,o̥,vowel,higher-mid,back_rounded,plain,voiceless
e8,e̥,vowel,higher-mid,front_unrounded,plain,voiceless
a8,ḁ,vowel,low,central_unrounded,plain,voiceless
U8,ʊ̥,vowel,lower-high,back_rounded,plain,voiceless
AUTO(ɨ̞),ɨ̞̥,vowel,lower-high,central_unrounded,plain,voiceless
NEW,ɨ̥ː,vowel,lower-high,central_unrounded,plain,voiceless_long
I8,ɪ̥,vowel,lower-high,front_unrounded,plain,voiceless
I¥,ɪ̥,vowel,lower-high,front_unrounded,plain,voiceless
8,ɔ̥,vowel,lower-mid,back_rounded,plain,voiceless
E8,ɛ̥,vowel,lower-mid,front_unrounded,plain,voiceless
AUTO(ə),ə̥,vowel,mid,central_unrounded,plain,voiceless
AUTO(a̝),a̝̥,vowel,raised-low,central_unrounded,plain,voiceless
AUTO(u̥),u̥ː,vowel,high,back_rounded,plain,voiceless_long
AUTO(u̥),u̥ː,vowel,high,back_rounded,plain,voiceless_long
AUTO(i̥),i̥ː,vowel,high,front_unrounded,plain,voiceless_long
AUTO(i̥),i̥ː,vowel,high,front_unrounded,plain,voiceless_long
AUTO(o̥),o̥ː,vowel,higher-mid,back_rounded,plain,voiceless_long
AUTO(o̥),o̥ː,vowel,higher-mid,back_rounded,plain,voiceless_long
AUTO(e̥),e̥ː,vowel,higher-mid,front_unrounded,plain,voiceless_long
AUTO(e̥),e̥ː,vowel,higher-mid,front_unrounded,plain,voiceless_long
AUTO(ḁ),ḁː,vowel,low,central_unrounded,plain,voiceless_long
AUTO(ʊ̥),ʊ̥ː,vowel,lower-high,back_rounded,plain,voiceless_long
AUTO(ɪ̥),ɪː̥,vowel,lower-high,front_unrounded,plain,voiceless_long
AUTO(ɪ̥),ɪ̥ː,vowel,lower-high,front_unrounded,plain,voiceless_long
AUTO(ɔ̥),ɔ̥ː,vowel,lower-mid,back_rounded,plain,voiceless_long
AUTO(ɔ̥),ɔ̥ː,vowel,lower-mid,back_rounded,plain,voiceless_long
AUTO(ɛ̥),ɛː̥,vowel,lower-mid,front_unrounded,plain,voiceless_long
AUTO(ɛ̥),ɛ̥ː,vowel,lower-mid,front_unrounded,plain,voiceless_long
AUTO(ḁ),ḁː,vowel,low,central_unrounded,plain,voiceless_long
AUTO(ʊ̥),ʊ̥ː,vowel,lower-high,back_rounded,plain,voiceless_long
¬)N,ʉ̃ⁿ,vowel,high,central_rounded,postnasalized,plain
o)N,õⁿ,vowel,higher-mid,back_rounded,postnasalized,plain
e)N,ẽⁿ,vowel,higher-mid,front_unrounded,postnasalized,plain
a)N,ãⁿ,vowel,low,central_unrounded,postnasalized,plain
NEW_PARAMETER,ˀu,vowel,high,back_rounded,preglottalized,plain
NEW_PARAMETER,ˀɨ,vowel,high,central_unrounded,preglottalized,plain
NEW_PARAMETER,ˀi,vowel,high,front_unrounded,preglottalized,plain
NEW_PARAMETER,ˀo,vowel,higher-mid,back_rounded,preglottalized,plain
NEW_PARAMETER,ˀe,vowel,higher-mid,front_unrounded,preglottalized,plain
NEW_PARAMETER,ˀa,vowel,low,central_unrounded,preglottalized,plain
öÕ,ɨ˞,vowel,high,central_unrounded,retroflex,plain
«Õ,ə˞,vowel,mid,central_unrounded,retroflex,plain
u2,u̞,vowel,high,back_rounded,RTR,plain
NEW,u̙,vowel,high,back_rounded,RTR,plain
i2,i̞,vowel,high,front_unrounded,RTR,plain
NEW,i̙,vowel,high,front_unrounded,RTR,plain
o2,o̞,vowel,higher-mid,back_rounded,RTR,plain
NEW,o̙,vowel,higher-mid,back_rounded,RTR,plain
e2,e̞,vowel,higher-mid,front_unrounded,RTR,plain
NEW,e̙,vowel,higher-mid,front_unrounded,RTR,plain
NEW,a̙,vowel,low,central_unrounded,RTR,plain
NEW,a̙,vowel,low,central_unrounded,RTR,plain
