Grapheme	Name	Alias	advancedTongueRoot	anterior	approximant	back	click	consonantal	constrictedGlottis	continuant	coronal	delayedRelease	distributed	dorsal	epilaryngealSource	fortis	front	high	labial	labiodental	lateral	long	low	loweredLarynxImplosive	nasal	periodicGlottalSource	raisedLarynxEjective	retractedTongueRoot	round	short	sonorant	spreadGlottis	stress	strident	syllabic	tap	tense	tone	trill
ɶ	latin letter small capital oe		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	-	+	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ɶː	latin letter small capital oe - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	+	+	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ɶ̝	latin letter small capital oe - combining up tack below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	-	0	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ɸ	latin small letter phi		0	0	-	0	-	+	-	+	-	+	0	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	-	-	-	-	-	0	-	-	0	0	-
ɸʰ	latin small letter phi - modifier letter small h		0	0	-	0	-	+	-	+	-	+	0	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	-	-	-	+	-	0	-	-	0	0	-
ɸʲ	latin small letter phi - modifier letter small j		0	0	-	-	-	+	-	+	-	+	0	+	-	-	+	+	+	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	-	0	0	-
ɸʷ	latin small letter phi - modifier letter small w		0	0	-	0	-	+	-	+	-	+	0	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	0	-	-	0	0	-
ɸʷˠ	latin small letter phi - modifier letter small w - modifier letter small gamma		0	0	-	-	-	+	-	+	-	+	0	+	-	-	-	+	+	-	-	-	-	-	-	-	-	0	+	-	-	-	-	0	-	-	0	0	-
ɸʼ	latin small letter phi - modifier letter apostrophe		0	0	-	0	-	+	+	+	-	+	0	-	-	-	0	0	+	-	-	-	0	-	-	-	+	0	-	-	-	-	-	0	-	-	0	0	-
ɸː	latin small letter phi - modifier letter triangular colon		0	0	-	0	-	+	-	+	-	+	0	-	-	-	0	0	+	-	-	+	0	-	-	-	-	0	-	-	-	-	-	0	-	-	0	0	-
ɸ̃	latin small letter phi - combining tilde		0	0	-	0	-	+	-	+	-	+	0	-	-	-	0	0	+	-	-	-	0	-	+	-	-	0	-	-	-	-	-	0	-	-	0	0	-
ɸ̞	latin small letter phi - combining down tack below		0	0	+	0	-	+	-	+	-	+	0	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	-	-	-	-	-	0	-	-	0	0	-
ɹ	latin small letter turned r		0	-	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɹˤ	latin small letter turned r - modifier letter small reversed glottal stop		-	-	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	-
ɹ̝	latin small letter turned r - combining up tack below		0	-	+	0	-	-	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɹ̥	latin small letter turned r - combining ring below		0	-	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	-
ɹ̩	latin small letter turned r - combining vertical line below		0	-	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	+	-	0	0	-
ɹ̪|ɹ	latin small letter turned r - combining bridge below - vertical line - latin small letter turned r		0	0	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɹ̪̥|ɹ̥	latin small letter turned r - combining bridge below - combining ring below - vertical line - latin small letter turned r - combining ring below		0	0	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	-
ɹ̪̩	latin small letter turned r - combining bridge below - combining vertical line below		0	+	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	+	-	0	0	-
ɹ̪̩ˠ	latin small letter turned r - combining bridge below - combining vertical line below - modifier letter small gamma		0	+	+	-	-	-	-	+	+	0	+	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	+	-	0	0	-
ɹ̪̰̩	latin small letter turned r - combining bridge below - combining tilde below - combining vertical line below		0	+	+	0	-	-	+	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	+	-	0	0	-
ɹ̪̹̩	latin small letter turned r - combining bridge below - combining right half ring below - combining vertical line below		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
ɹ̰ˤ	latin small letter turned r - combining tilde below - modifier letter small reversed glottal stop		-	-	+	0	-	-	+	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	-
ɹ̺	latin small letter turned r - combining inverted bridge below		0	-	+	0	-	-	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɺ	latin small letter turned r with long leg		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	+	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɺʲ	latin small letter turned r with long leg - modifier letter small j		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	+	-	-	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɺː	latin small letter turned r with long leg - modifier letter triangular colon		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	+	+	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɺ̠	latin small letter turned r with long leg - combining minus sign below		0	-	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	+	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɺ̠̰	latin small letter turned r with long leg - combining minus sign below - combining tilde below		0	-	+	0	-	+	+	+	+	0	+	-	-	-	0	0	-	0	+	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɺ̥	latin small letter turned r with long leg - combining ring below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	+	-	0	-	-	-	-	0	0	-	+	-	-	-	-	+	0	0	-
ɺ̪|ɺ	latin small letter turned r with long leg - combining bridge below - vertical line - latin small letter turned r with long leg		0	+	+	0	-	+	-	+	+	0	0	-	-	-	0	0	-	0	+	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɺ̺̠	latin small letter turned r with long leg - combining inverted bridge below - combining minus sign below		0	-	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	+	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɻ	latin small letter turned r with hook		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɻʲ	latin small letter turned r with hook - modifier letter small j		0	-	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɻʷ	latin small letter turned r with hook - modifier letter small w		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	+	-	-	-	-	-	0	0	-
ɻː	latin small letter turned r with hook - modifier letter triangular colon		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɻ̊	latin small letter turned r with hook - combining ring above		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	-
ɻ̟	latin small letter turned r with hook - combining plus sign below		0	0	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɻ̩	latin small letter turned r with hook - combining vertical line below		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	+	-	0	0	-
ɻ̹̩	latin small letter turned r with hook - combining right half ring below - combining vertical line below		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
ɻ̺	latin small letter turned r with hook - combining inverted bridge below		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ɽ	latin small letter r with tail		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɽʰ	latin small letter r with tail - modifier letter small h		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	+	-	-	-	+	0	0	-
ɽʱ	latin small letter r with tail - modifier letter small h with hook		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	+	-	-	-	+	0	0	-
ɽ̃	latin small letter r with tail - combining tilde		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	+	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɽ̊	latin small letter r with tail - combining ring above		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	+	0	0	-
ɽ̤	latin small letter r with tail - combining diaeresis below		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	+	-	-	-	+	0	0	-
ɽ̤ʱ	latin small letter r with tail - combining diaeresis below - modifier letter small h with hook		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	+	-	-	-	+	0	0	-
ɽ̩	latin small letter r with tail - combining vertical line below		0	-	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	+	+	0	0	-
ɾ	latin small letter r with fishhook		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾʱ	latin small letter r with fishhook - modifier letter small h with hook		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	+	-	-	-	+	0	0	-
ɾʲ	latin small letter r with fishhook - modifier letter small j		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾʷ	latin small letter r with fishhook - modifier letter small w		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	+	-	-	-	-	+	0	0	-
ɾʷʲ	latin small letter r with fishhook - modifier letter small w - modifier letter small j		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	+	-	-	-	-	-	-	+	-	0	+	-	+	-	-	-	-	+	0	0	-
ɾˀ	latin small letter r with fishhook - modifier letter glottal stop		0	+	+	0	-	+	+	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾː	latin small letter r with fishhook - modifier letter triangular colon		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾˠ	latin small letter r with fishhook - modifier letter small gamma		0	+	+	-	-	+	-	+	+	0	-	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾˤ	latin small letter r with fishhook - modifier letter small reversed glottal stop		-	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	+	-	-	-	-	+	0	0	-
ɾ̃	latin small letter r with fishhook - combining tilde		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	+	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̞	latin small letter r with fishhook - combining down tack below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	0	0	0	-
ɾ̠	latin small letter r with fishhook - combining minus sign below		0	-	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̤	latin small letter r with fishhook - combining diaeresis below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	+	-	-	-	+	0	0	-
ɾ̥	latin small letter r with fishhook - combining ring below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̥ʲ	latin small letter r with fishhook - combining ring below - modifier letter small j		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̥ˠ	latin small letter r with fishhook - combining ring below - modifier letter small gamma		0	+	+	-	-	+	-	+	+	0	-	+	-	-	-	+	-	0	-	-	-	-	-	-	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̪	latin small letter r with fishhook - combining bridge below		0	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̪|ɾ	latin small letter r with fishhook - combining bridge below - vertical line - latin small letter r with fishhook		0	+	+	0	-	+	-	+	+	0	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̪ʲ	latin small letter r with fishhook - combining bridge below - modifier letter small j		0	+	+	-	-	+	-	+	+	0	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̪ʲ|ɾʲ	latin small letter r with fishhook - combining bridge below - modifier letter small j - vertical line - latin small letter r with fishhook - modifier letter small j		0	+	+	-	-	+	-	+	+	0	0	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̪ˠ	latin small letter r with fishhook - combining bridge below - modifier letter small gamma		0	+	+	-	-	+	-	+	+	0	+	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̪̊	latin small letter r with fishhook - combining bridge below - combining ring above		0	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̪̊ʰ	latin small letter r with fishhook - combining bridge below - combining ring above - modifier letter small h		0	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	+	-	-	-	+	0	0	-
ɾ̰	latin small letter r with fishhook - combining tilde below		0	+	+	0	-	+	+	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̺	latin small letter r with fishhook - combining inverted bridge below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ̻	latin small letter r with fishhook - combining square below		0	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ɾ͓	latin small letter r with fishhook - combining x below		0	+	+	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	+	0	0	-
ʀ	latin letter small capital r		0	0	+	+	-	+	-	+	-	0	0	+	-	-	-	-	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	0	-	-	0	0	+
ʁ	latin letter small capital inverted r		0	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	0	-	-	0	0	-
ʁʲ	latin letter small capital inverted r - modifier letter small j		0	0	-	-	-	+	-	+	-	+	0	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	0	-	-	0	0	-
ʁʷ	latin letter small capital inverted r - modifier letter small w		0	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	+	-	-	-	-	-	-	+	-	0	+	-	-	-	-	0	-	-	0	0	-
ʁʷː	latin letter small capital inverted r - modifier letter small w - modifier letter triangular colon		0	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	+	-	-	+	-	-	-	+	-	0	+	-	-	-	-	0	-	-	0	0	-
ʁʷˤ	latin letter small capital inverted r - modifier letter small w - modifier letter small reversed glottal stop		-	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	+	-	-	-	-	-	-	+	-	+	+	-	-	-	-	0	-	-	0	0	-
ʁː	latin letter small capital inverted r - modifier letter triangular colon		0	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	-	0	-	+	-	-	-	+	-	0	0	-	-	-	-	0	-	-	0	0	-
ʁˤ	latin letter small capital inverted r - modifier letter small reversed glottal stop		-	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	-	0	-	-	-	-	-	+	-	+	0	-	-	-	-	0	-	-	0	0	-
ʁ̞	latin letter small capital inverted r - combining down tack below		0	0	+	+	-	-	-	+	-	0	0	+	-	-	-	-	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ʁ̞ʷ	latin letter small capital inverted r - combining down tack below - modifier letter small w		0	0	+	+	-	-	-	+	-	0	0	+	-	-	-	-	+	-	-	-	-	-	-	+	-	0	+	-	+	-	-	0	-	-	0	0	-
ʁ̞̰ʷ	latin letter small capital inverted r - combining down tack below - combining tilde below - modifier letter small w		0	0	+	+	-	-	+	+	-	0	0	+	-	-	-	-	+	-	-	-	-	-	-	+	-	0	+	-	+	-	-	0	-	-	0	0	-
ʂ	latin small letter s with hook		0	-	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʂʰ	latin small letter s with hook - modifier letter small h		0	-	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
ʂʼ	latin small letter s with hook - modifier letter apostrophe		0	-	-	0	-	+	+	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
ʂː	latin small letter s with hook - modifier letter triangular colon		0	-	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʂ̻	latin small letter s with hook - combining square below		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʂ͇	latin small letter s with hook - combining equals sign below		0	-	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ʂ͉	latin small letter s with hook - combining left angle below		0	-	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃ	latin small letter esh		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃʰ	latin small letter esh - modifier letter small h		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
ʃʲ	latin small letter esh - modifier letter small j		0	-	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃʲː	latin small letter esh - modifier letter small j - modifier letter triangular colon		0	-	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	+	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃʷ	latin small letter esh - modifier letter small w		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
ʃʷː	latin small letter esh - modifier letter small w - modifier letter triangular colon		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	+	-	-	+	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
ʃʼ	latin small letter esh - modifier letter apostrophe		0	-	-	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
ʃʼː	latin small letter esh - modifier letter apostrophe - modifier letter triangular colon		0	-	-	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
ʃˀ	latin small letter esh - modifier letter glottal stop		0	-	-	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃː	latin small letter esh - modifier letter triangular colon		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃˑ	latin small letter esh - modifier letter half triangular colon		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	+	-	-	-	+	-	-	0	0	-
ʃˠ	latin small letter esh - modifier letter small gamma		0	-	-	-	-	+	-	+	+	+	+	+	-	-	-	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃˤ	latin small letter esh - modifier letter small reversed glottal stop		-	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	+	0	-	-	-	-	+	-	-	0	0	-
ʃ̞	latin small letter esh - combining down tack below		0	-	+	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃ̞ʼ	latin small letter esh - combining down tack below - modifier letter apostrophe		0	-	+	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
ʃ̺	latin small letter esh - combining inverted bridge below		0	-	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃ͇	latin small letter esh - combining equals sign below		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ʃ͈	latin small letter esh - combining double vertical line below		0	-	-	0	-	+	-	+	+	+	+	-	-	+	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃ͈ʷ	latin small letter esh - combining double vertical line below - modifier letter small w		0	-	-	0	-	+	-	+	+	+	+	-	-	+	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
ʃ͈ː	latin small letter esh - combining double vertical line below - modifier letter triangular colon		0	-	-	0	-	+	-	+	+	+	+	-	-	+	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʃ͉	latin small letter esh - combining left angle below		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʄ	latin small letter dotless j with stroke and hook		0	-	-	-	-	+	-	-	+	-	+	+	-	-	+	+	-	0	-	-	-	+	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ʄ̥	latin small letter dotless j with stroke and hook - combining ring below		0	-	-	-	-	+	-	-	+	-	+	+	-	-	+	+	-	0	-	-	-	+	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ʆ	latin small letter esh with curl		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ʆʷ	latin small letter esh with curl - modifier letter small w		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	-	-	-	0	0	-
ʆʷʼ	latin small letter esh with curl - modifier letter small w - modifier letter apostrophe		0	-	-	0	-	+	+	+	+	+	+	-	-	-	0	0	+	-	-	-	0	-	-	-	+	0	+	-	-	-	-	-	-	-	0	0	-
ʆʼ	latin small letter esh with curl - modifier letter apostrophe		0	-	-	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	-	-	-	0	0	-
ʈ	latin small letter t with retroflex hook		0	-	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ʈʂ	latin small letter t with retroflex hook - latin small letter s with hook		0	-	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʈʂʰ	latin small letter t with retroflex hook - latin small letter s with hook - modifier letter small h		0	-	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
ʈʂʷ	latin small letter t with retroflex hook - latin small letter s with hook - modifier letter small w		0	-	-	0	-	+	-	-	+	+	-	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
ʈʂʼ	latin small letter t with retroflex hook - latin small letter s with hook - modifier letter apostrophe		0	-	-	0	-	+	+	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
ʈʂː	latin small letter t with retroflex hook - latin small letter s with hook - modifier letter triangular colon		0	-	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ʈʂ͇	latin small letter t with retroflex hook - latin small letter s with hook - combining equals sign below		0	-	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ʈʰ	latin small letter t with retroflex hook - modifier letter small h		0	-	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
ʈʰː	latin small letter t with retroflex hook - modifier letter small h - modifier letter triangular colon		0	-	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
ʈʷ	latin small letter t with retroflex hook - modifier letter small w		0	-	-	0	-	+	-	-	+	-	-	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	-	-	-	0	0	-
ʈʼ	latin small letter t with retroflex hook - modifier letter apostrophe		0	-	-	0	-	+	+	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	-	-	-	0	0	-
