GRAPHEME	NAME
ʂ̻	voiceless laminal retroflex sibilant fricative consonant
ʂᶣ	labio-palatalized voiceless retroflex sibilant fricative consonant
ʂᶣʰ	labio-palatalized aspirated voiceless retroflex sibilant fricative consonant
ʂ’	voiceless retroflex ejective sibilant fricative consonant
ʂ’ʲ	palatalized voiceless retroflex ejective sibilant fricative consonant
ʂ’ʷ	labialized voiceless retroflex ejective sibilant fricative consonant
ʂ’ʷˤ	labialized pharyngealized voiceless retroflex ejective sibilant fricative consonant
ʂ’ː	long voiceless retroflex ejective sibilant fricative consonant
ʂ’ˤ	pharyngealized voiceless retroflex ejective sibilant fricative consonant
ʃ	voiceless post-alveolar sibilant fricative consonant
ʃʰ	aspirated voiceless post-alveolar sibilant fricative consonant
ʃʰː	aspirated long voiceless post-alveolar sibilant fricative consonant
ʃʰˠ	aspirated velarized voiceless post-alveolar sibilant fricative consonant
ʃʰˤ	aspirated pharyngealized voiceless post-alveolar sibilant fricative consonant
ʃʲ	palatalized voiceless post-alveolar sibilant fricative consonant
ʃʲʰ	palatalized aspirated voiceless post-alveolar sibilant fricative consonant
ʃʲʷ	palatalized labialized voiceless post-alveolar sibilant fricative consonant
ʃʲʷʰ	palatalized labialized aspirated voiceless post-alveolar sibilant fricative consonant
ʃʲː	palatalized long voiceless post-alveolar sibilant fricative consonant
ʃʷ	labialized voiceless post-alveolar sibilant fricative consonant
ʃʷʰ	labialized aspirated voiceless post-alveolar sibilant fricative consonant
ʃʷʰː	labialized aspirated long voiceless post-alveolar sibilant fricative consonant
ʃʷʰˠ	labialized aspirated velarized voiceless post-alveolar sibilant fricative consonant
ʃʷʰˤ	labialized aspirated pharyngealized voiceless post-alveolar sibilant fricative consonant
ʃʷˀ	labialized glottalized voiceless post-alveolar sibilant fricative consonant
ʃʷː	labialized long voiceless post-alveolar sibilant fricative consonant
ʃʷˠ	labialized velarized voiceless post-alveolar sibilant fricative consonant
ʃʷˤ	labialized pharyngealized voiceless post-alveolar sibilant fricative consonant
ʃʼ	voiceless post-alveolar ejective sibilant fricative consonant
ʃˀ	glottalized voiceless post-alveolar sibilant fricative consonant
ʃˀː	glottalized long voiceless post-alveolar sibilant fricative consonant
ʃː	long voiceless post-alveolar sibilant fricative consonant
ʃˠ	velarized voiceless post-alveolar sibilant fricative consonant
ʃˠː	velarized long voiceless post-alveolar sibilant fricative consonant
ʃˤ	pharyngealized voiceless post-alveolar sibilant fricative consonant
ʃˤː	pharyngealized long voiceless post-alveolar sibilant fricative consonant
ʃ̚	unreleased voiceless post-alveolar sibilant fricative consonant
ʃ̝	raised voiceless post-alveolar sibilant fricative consonant
ʃ̞	lowered voiceless post-alveolar sibilant fricative consonant
ʃ̞’	lowered voiceless post-alveolar ejective sibilant fricative consonant
ʃ̟	advanced voiceless post-alveolar sibilant fricative consonant
ʃ̠	retracted voiceless post-alveolar sibilant fricative consonant
ʃ̥ʷ	labialized devoiced voiceless post-alveolar sibilant fricative consonant
ʃ̩	syllabic voiceless post-alveolar sibilant fricative consonant
ʃ̩ʲ	syllabic palatalized voiceless post-alveolar sibilant fricative consonant
ʃ̩ʲː	syllabic palatalized long voiceless post-alveolar sibilant fricative consonant
ʃ̩ʷ	syllabic labialized voiceless post-alveolar sibilant fricative consonant
ʃ̩ʷː	syllabic labialized long voiceless post-alveolar sibilant fricative consonant
ʃ̩ː	syllabic long voiceless post-alveolar sibilant fricative consonant
ʃ̬	revoiced voiceless post-alveolar sibilant fricative consonant
ʃ̺	voiceless apical post-alveolar sibilant fricative consonant
ʃ̻	voiceless laminal post-alveolar sibilant fricative consonant
ʃ͈	strong voiceless post-alveolar sibilant fricative consonant
ʃ͈ʷ	strong labialized voiceless post-alveolar sibilant fricative consonant
ʃ͈ː	strong long voiceless post-alveolar sibilant fricative consonant
ʃᶣ	labio-palatalized voiceless post-alveolar sibilant fricative consonant
ʃᶣʰ	labio-palatalized aspirated voiceless post-alveolar sibilant fricative consonant
ʃ’ʲ	palatalized voiceless post-alveolar ejective sibilant fricative consonant
ʃ’ʷ	labialized voiceless post-alveolar ejective sibilant fricative consonant
ʃ’ʷˤ	labialized pharyngealized voiceless post-alveolar ejective sibilant fricative consonant
ʃ’ː	long voiceless post-alveolar ejective sibilant fricative consonant
ʃ’ˤ	pharyngealized voiceless post-alveolar ejective sibilant fricative consonant
ʄ	voiced palatal implosive consonant
ʄʱ	breathy voiced palatal implosive consonant
ʄʱː	long breathy voiced palatal implosive consonant
ʄʱˠ	velarized breathy voiced palatal implosive consonant
ʄʱˤ	pharyngealized breathy voiced palatal implosive consonant
ʄʲ	palatalized voiced palatal implosive consonant
ʄʲʱ	palatalized breathy voiced palatal implosive consonant
ʄʲʷ	palatalized labialized voiced palatal implosive consonant
ʄʲː	palatalized long voiced palatal implosive consonant
ʄʷ	labialized voiced palatal implosive consonant
ʄʷʱ	labialized breathy voiced palatal implosive consonant
ʄʷː	labialized long voiced palatal implosive consonant
ʄʷˠ	labialized velarized voiced palatal implosive consonant
ʄʷˤ	labialized pharyngealized voiced palatal implosive consonant
ʄː	long voiced palatal implosive consonant
ʄˠ	velarized voiced palatal implosive consonant
ʄˠː	velarized long voiced palatal implosive consonant
ʄˤ	pharyngealized voiced palatal implosive consonant
ʄˤː	pharyngealized long voiced palatal implosive consonant
ʄ̃	nasalized voiced palatal implosive consonant
ʄ̃ː	nasalized long voiced palatal implosive consonant
ʄ̃ˤ	nasalized pharyngealized voiced palatal implosive consonant
ʄ̟	advanced voiced palatal implosive consonant
ʄ̠	retracted voiced palatal implosive consonant
ʄ̥	devoiced voiced palatal implosive consonant
ʄ̰	creaky voiced palatal implosive consonant
ʄ̰ʲ	palatalized creaky voiced palatal implosive consonant
ʄ̰ʷ	labialized creaky voiced palatal implosive consonant
ʄ̰ː	long creaky voiced palatal implosive consonant
ʄ̰ˠ	velarized creaky voiced palatal implosive consonant
ʄ̰ˤ	pharyngealized creaky voiced palatal implosive consonant
ʄ̰̃	nasalized creaky voiced palatal implosive consonant
ʄᶣ	labio-palatalized voiced palatal implosive consonant
ʄⁿ	with-nasal-release voiced palatal implosive consonant
ʅ	unrounded close with-frication central vowel
ʅ̹	more-rounded unrounded close with-frication central vowel
ʇ̼	voiced linguolabial click consonant
ʈ	voiceless retroflex stop consonant
ʈʂ	voiceless retroflex sibilant affricate consonant
ʈʂʰ	aspirated voiceless retroflex sibilant affricate consonant
ʈʂʰː	aspirated long voiceless retroflex sibilant affricate consonant
ʈʂʰˠ	aspirated velarized voiceless retroflex sibilant affricate consonant
ʈʂʰˤ	aspirated pharyngealized voiceless retroflex sibilant affricate consonant
ʈʂʲ	palatalized voiceless retroflex sibilant affricate consonant
ʈʂʲʰ	palatalized aspirated voiceless retroflex sibilant affricate consonant
ʈʂʲʷ	palatalized labialized voiceless retroflex sibilant affricate consonant
ʈʂʲʷʰ	palatalized labialized aspirated voiceless retroflex sibilant affricate consonant
ʈʂʲː	palatalized long voiceless retroflex sibilant affricate consonant
ʈʂʷ	labialized voiceless retroflex sibilant affricate consonant
ʈʂʷʰ	labialized aspirated voiceless retroflex sibilant affricate consonant
ʈʂʷʰː	labialized aspirated long voiceless retroflex sibilant affricate consonant
ʈʂʷʰˠ	labialized aspirated velarized voiceless retroflex sibilant affricate consonant
ʈʂʷʰˤ	labialized aspirated pharyngealized voiceless retroflex sibilant affricate consonant
ʈʂʷˀ	labialized glottalized voiceless retroflex sibilant affricate consonant
ʈʂʷː	labialized long voiceless retroflex sibilant affricate consonant
ʈʂʷˠ	labialized velarized voiceless retroflex sibilant affricate consonant
ʈʂʷˤ	labialized pharyngealized voiceless retroflex sibilant affricate consonant
ʈʂˀ	glottalized voiceless retroflex sibilant affricate consonant
ʈʂː	long voiced retroflex sibilant affricate consonant
ʈʂˠ	velarized voiceless retroflex sibilant affricate consonant
ʈʂˤ	pharyngealized voiceless retroflex sibilant affricate consonant
ʈʂˤː	pharyngealized long voiceless retroflex sibilant affricate consonant
ʈʂ̟	advanced voiceless retroflex sibilant affricate consonant
ʈʂ̠	retracted voiceless retroflex sibilant affricate consonant
ʈʂ̺	voiceless apical retroflex sibilant affricate consonant
ʈʂ̻	voiceless laminal retroflex sibilant affricate consonant
ʈʂᶣ	labio-palatalized voiceless retroflex sibilant affricate consonant
ʈʂᶣʰ	labio-palatalized aspirated voiceless retroflex sibilant affricate consonant
ʈʂ’	voiceless retroflex ejective sibilant affricate consonant
ʈʂ’ʲ	palatalized voiceless retroflex ejective sibilant affricate consonant
ʈʂ’ʷ	labialized voiceless retroflex ejective sibilant affricate consonant
ʈʂ’ʷˤ	labialized pharyngealized voiceless retroflex ejective sibilant affricate consonant
ʈʂ’ː	long voiceless retroflex ejective sibilant affricate consonant
ʈʂ’ˤ	pharyngealized voiceless retroflex ejective sibilant affricate consonant
ʈʰ	aspirated voiceless retroflex stop consonant
ʈʰː	aspirated long voiceless retroflex stop consonant
ʈʰˠ	aspirated velarized voiceless retroflex stop consonant
ʈʰˤ	aspirated pharyngealized voiceless retroflex stop consonant
ʈʲ	palatalized voiceless retroflex stop consonant
ʈʲʰ	palatalized aspirated voiceless retroflex stop consonant
ʈʲʰː	palatalized aspirated long voiceless retroflex stop consonant
ʈʲʷ	palatalized labialized voiceless retroflex stop consonant
ʈʲʷʰ	palatalized labialized aspirated voiceless retroflex stop consonant
ʈʲː	palatalized long voiceless retroflex stop consonant
ʈʷ	labialized voiceless retroflex stop consonant
ʈʷʰ	labialized aspirated voiceless retroflex stop consonant
ʈʷʰː	labialized aspirated long voiceless retroflex stop consonant
ʈʷʰˠ	labialized aspirated velarized voiceless retroflex stop consonant
ʈʷʰˤ	labialized aspirated pharyngealized voiceless retroflex stop consonant
ʈʷˀ	labialized glottalized voiceless retroflex stop consonant
ʈʷː	labialized long voiceless retroflex stop consonant
ʈʷˠ	labialized velarized voiceless retroflex stop consonant
ʈʷˤ	labialized pharyngealized voiceless retroflex stop consonant
ʈˀ	glottalized voiceless retroflex stop consonant
ʈː	long voiceless retroflex stop consonant
ʈˠ	velarized voiceless retroflex stop consonant
ʈˠː	velarized long voiceless retroflex stop consonant
ʈˡ	with-lateral-release voiceless retroflex stop consonant
ʈˤ	pharyngealized voiceless retroflex stop consonant
ʈˤː	pharyngealized long voiceless retroflex stop consonant
ʈ̚	unreleased voiceless retroflex stop consonant
ʈ̟	advanced voiceless retroflex stop consonant
ʈ̠	retracted voiceless retroflex stop consonant
ʈ̩	syllabic voiceless retroflex stop consonant
ʈ̩ʲ	syllabic palatalized voiceless retroflex stop consonant
ʈ̩ʲː	syllabic palatalized long voiceless retroflex stop consonant
ʈ̩ʷ	syllabic labialized voiceless retroflex stop consonant
ʈ̩ʷː	syllabic labialized long voiceless retroflex stop consonant
ʈ̩ː	syllabic long voiceless retroflex stop consonant
ʈ̺	voiceless apical retroflex stop consonant
ʈ̻	voiceless laminal retroflex stop consonant
ʈᶣ	labio-palatalized voiceless retroflex stop consonant
ʈᶣʰ	labio-palatalized aspirated voiceless retroflex stop consonant
ʈ’	voiceless retroflex ejective stop consonant
ʈ’ʲ	palatalized voiceless retroflex ejective stop consonant
ʈ’ʷ	labialized voiceless retroflex ejective stop consonant
ʈ’ʷˤ	labialized pharyngealized voiceless retroflex ejective stop consonant
ʈ’ː	long voiceless retroflex ejective stop consonant
ʈ’ˤ	pharyngealized voiceless retroflex ejective stop consonant
ʈⁿ	with-nasal-release voiceless retroflex stop consonant
ʉ	rounded close central vowel
ʉˀ	glottalized rounded close central vowel
ʉː	long rounded close central vowel
ʉː̟	long advanced rounded close central vowel
ʉ˞	rhotacized rounded close central vowel
ʉˠ	velarized rounded close central vowel
ʉˠː	long velarized rounded close central vowel
ʉˤ	pharyngealized rounded close central vowel
ʉˤː	long pharyngealized rounded close central vowel
ʉ̃	nasalized rounded close central vowel
ʉ̃ː	long nasalized rounded close central vowel
ʉ̃ˤ	pharyngealized nasalized rounded close central vowel
ʉ̆	ultra-short rounded close central vowel
ʉ̈	centralized rounded close central vowel
ʉ̘	advanced-tongue-root rounded close central vowel
ʉ̘ː	long advanced-tongue-root rounded close central vowel
ʉ̘ˠ	velarized advanced-tongue-root rounded close central vowel
ʉ̙	retracted-tongue-root rounded close central vowel
ʉ̙ː	long retracted-tongue-root rounded close central vowel
ʉ̙ˠ	velarized retracted-tongue-root rounded close central vowel
ʉ̝	raised rounded close central vowel
ʉ̞	lowered rounded close central vowel
ʉ̟	advanced rounded close central vowel
ʉ̠	retracted rounded close central vowel
ʉ̤	breathy rounded close central vowel
ʉ̤ː	long breathy rounded close central vowel
ʉ̤ˠ	velarized breathy rounded close central vowel
ʉ̤ˤ	pharyngealized breathy rounded close central vowel
ʉ̥	devoiced rounded close central vowel
ʉ̥ː	long devoiced rounded close central vowel
ʉ̥ˠ	velarized devoiced rounded close central vowel
ʉ̥ˤ	pharyngealized devoiced rounded close central vowel
ʉ̥̃	nasalized devoiced rounded close central vowel
ʉ̥̃ː	long nasalized devoiced rounded close central vowel
ʉ̥̤	devoiced breathy rounded close central vowel
ʉ̥̯	non-syllabic devoiced rounded close central vowel
ʉ̥̯ː	long non-syllabic devoiced rounded close central vowel
ʉ̥̯̃	non-syllabic nasalized devoiced rounded close central vowel
ʉ̥̯̃ː	long non-syllabic nasalized devoiced rounded close central vowel
ʉ̯	non-syllabic rounded close central vowel
ʉ̯ː	long non-syllabic rounded close central vowel
ʉ̯̃	non-syllabic nasalized rounded close central vowel
ʉ̯̃ː	long non-syllabic nasalized rounded close central vowel
ʉ̰	creaky rounded close central vowel
ʉ̰ː	long creaky rounded close central vowel
ʉ̰ˠ	velarized creaky rounded close central vowel
ʉ̰ˤ	pharyngealized creaky rounded close central vowel
ʉ̰̃	nasalized creaky rounded close central vowel
ʊ	rounded near-close near-back vowel
ʊˀ	glottalized rounded near-close near-back vowel
ʊː	long rounded near-close near-back vowel
ʊː̠	long retracted rounded near-close near-back vowel
ʊˑ	mid-long rounded near-close near-back vowel
ʊˑ̟	mid-long advanced rounded near-close near-back vowel
ʊˑ̠	mid-long retracted rounded near-close near-back vowel
ʊ˞	rhotacized rounded near-close near-back vowel
ʊˤ	pharyngealized rounded near-close near-back vowel
ʊˤː	long pharyngealized rounded near-close near-back vowel
ʊ́	rounded near-close near-back with_high_tone vowel
ʊ̂	rounded near-close near-back with_falling_tone vowel
ʊ̂ː	long rounded near-close near-back with_falling_tone vowel
ʊ̂ˑ	mid-long rounded near-close near-back with_falling_tone vowel
ʊ̂ˑ̠	mid-long retracted rounded near-close near-back with_falling_tone vowel
ʊ̃	nasalized rounded near-close near-back vowel
ʊ̃ː	long nasalized rounded near-close near-back vowel
ʊ̃ˑ	mid-long nasalized rounded near-close near-back vowel
ʊ̃ˤ	pharyngealized nasalized rounded near-close near-back vowel
ʊ̃̂ː	long nasalized rounded near-close near-back with_falling_tone vowel
ʊ̄	rounded near-close near-back with_mid_tone vowel
ʊ̆	ultra-short rounded near-close near-back vowel
ʊ̈	rounded near-close central vowel
ʊ̈ː	long rounded near-close central vowel
ʊ̈̃	nasalized rounded near-close central vowel
ʊ̈̃ː	long nasalized rounded near-close central vowel
ʊ̌	rounded near-close near-back with_rising_tone vowel
ʊ̘	advanced-tongue-root rounded near-close near-back vowel
ʊ̘ː	long advanced-tongue-root rounded near-close near-back vowel
ʊ̙	retracted-tongue-root rounded near-close near-back vowel
ʊ̙ː	long retracted-tongue-root rounded near-close near-back vowel
ʊ̜	less-rounded rounded near-close near-back vowel
ʊ̜ˑ	mid-long less-rounded rounded near-close near-back vowel
ʊ̜̈	centralized less-rounded rounded near-close near-back vowel
ʊ̝	raised rounded near-close near-back vowel
ʊ̝ː	long raised rounded near-close near-back vowel
ʊ̝ˑ	mid-long raised rounded near-close near-back vowel
ʊ̝̂	raised rounded near-close near-back with_falling_tone vowel
ʊ̝̂ː	long raised rounded near-close near-back with_falling_tone vowel
ʊ̝̂ˑ	mid-long raised rounded near-close near-back with_falling_tone vowel
ʊ̝̃	raised nasalized rounded near-close near-back vowel
ʊ̝̃ˑ	mid-long raised nasalized rounded near-close near-back vowel
ʊ̞	lowered rounded near-close near-back vowel
ʊ̞ː	long lowered rounded near-close near-back vowel
ʊ̞ˑ	mid-long lowered rounded near-close near-back vowel
ʊ̞̃ˑ	mid-long lowered nasalized rounded near-close near-back vowel
ʊ̞̈	centralized lowered rounded near-close near-back vowel
ʊ̞̜̂ː	long lowered less-rounded rounded near-close near-back with_falling_tone vowel
ʊ̟	advanced rounded near-close near-back vowel
ʊ̠	retracted rounded near-close near-back vowel
ʊ̤	breathy rounded near-close near-back vowel
ʊ̤ː	long breathy rounded near-close near-back vowel
ʊ̤ˤ	pharyngealized breathy rounded near-close near-back vowel
ʊ̥	devoiced rounded near-close near-back vowel
ʊ̥ː	long devoiced rounded near-close near-back vowel
ʊ̥ˤ	pharyngealized devoiced rounded near-close near-back vowel
ʊ̥̃	nasalized devoiced rounded near-close near-back vowel
ʊ̥̃ː	long nasalized devoiced rounded near-close near-back vowel
ʊ̥̤	devoiced breathy rounded near-close near-back vowel
ʊ̥̯	non-syllabic devoiced rounded near-close near-back vowel
ʊ̥̯ː	long non-syllabic devoiced rounded near-close near-back vowel
ʊ̥̯̃	non-syllabic nasalized devoiced rounded near-close near-back vowel
ʊ̥̯̃ː	long non-syllabic nasalized devoiced rounded near-close near-back vowel
ʊ̯	non-syllabic rounded near-close near-back vowel
ʊ̯ː	long non-syllabic rounded near-close near-back vowel
ʊ̯̃	non-syllabic nasalized rounded near-close near-back vowel
ʊ̯̃ː	long non-syllabic nasalized rounded near-close near-back vowel
ʊ̰	creaky rounded near-close near-back vowel
ʊ̰ː	long creaky rounded near-close near-back vowel
ʊ̰ˤ	pharyngealized creaky rounded near-close near-back vowel
ʊ̰̃	nasalized creaky rounded near-close near-back vowel
ʊ̽	mid-centralized rounded near-close near-back vowel
ʋ	voiced labio-dental approximant consonant
ʋʰ	aspirated voiced labio-dental approximant consonant
ʋʱ	breathy voiced labio-dental approximant consonant
ʋʱː	long breathy voiced labio-dental approximant consonant
ʋʱˠ	velarized breathy voiced labio-dental approximant consonant
ʋʱˤ	pharyngealized breathy voiced labio-dental approximant consonant
ʋʲ	palatalized voiced labio-dental approximant consonant
ʋʲʱ	palatalized breathy voiced labio-dental approximant consonant
ʋʲʷ	palatalized labialized voiced labio-dental approximant consonant
ʋʲː	palatalized long voiced labio-dental approximant consonant
ʋʷ	labialized voiced labio-dental approximant consonant
ʋʷʱ	labialized breathy voiced labio-dental approximant consonant
ʋʷˀ	labialized glottalized voiced labio-dental approximant consonant
ʋʷː	labialized long voiced labio-dental approximant consonant
ʋʷˠ	labialized velarized voiced labio-dental approximant consonant
ʋʷˤ	labialized pharyngealized voiced labio-dental approximant consonant
ʋˀ	glottalized voiced labio-dental approximant consonant
ʋː	long voiced labio-dental approximant consonant
ʋˠ	velarized voiced labio-dental approximant consonant
ʋˠː	velarized long voiced labio-dental approximant consonant
ʋˤ	pharyngealized voiced labio-dental approximant consonant
ʋˤː	pharyngealized long voiced labio-dental approximant consonant
ʋ̃	nasalized voiced labio-dental approximant consonant
ʋ̃ː	nasalized long voiced labio-dental approximant consonant
ʋ̃ˤ	nasalized pharyngealized voiced labio-dental approximant consonant
ʋ̝	raised voiced labio-dental approximant consonant
ʋ̞	lowered voiced labio-dental approximant consonant
ʋ̟	advanced voiced labio-dental approximant consonant
ʋ̠	retracted voiced labio-dental approximant consonant
ʋ̥	devoiced voiced labio-dental approximant consonant
ʋ̥ʱ	devoiced breathy voiced labio-dental approximant consonant
ʋ̥ʲ	palatalized devoiced voiced labio-dental approximant consonant
ʋ̥ʷ	labialized devoiced voiced labio-dental approximant consonant
ʋ̥ː	long devoiced voiced labio-dental approximant consonant
ʋ̥ˠ	velarized devoiced voiced labio-dental approximant consonant
ʋ̥ˤ	pharyngealized devoiced voiced labio-dental approximant consonant
ʋ̩	syllabic voiced labio-dental approximant consonant
ʋ̩̥	syllabic devoiced voiced labio-dental approximant consonant
ʋ̰	creaky voiced labio-dental approximant consonant
ʋ̰ʲ	palatalized creaky voiced labio-dental approximant consonant
ʋ̰ʷ	labialized creaky voiced labio-dental approximant consonant
ʋ̰ː	long creaky voiced labio-dental approximant consonant
ʋ̰ˠ	velarized creaky voiced labio-dental approximant consonant
ʋ̰ˤ	pharyngealized creaky voiced labio-dental approximant consonant
ʋ̰̃	nasalized creaky voiced labio-dental approximant consonant
ʌ	unrounded open-mid back vowel
ʌˀ	glottalized unrounded open-mid back vowel
ʌː	long unrounded open-mid back vowel
ʌ˞	rhotacized unrounded open-mid back vowel
ʌˠ	velarized unrounded open-mid back vowel
ʌˠː	long velarized unrounded open-mid back vowel
ʌˤ	pharyngealized unrounded open-mid back vowel
ʌˤː	long pharyngealized unrounded open-mid back vowel
ʌ̃	nasalized unrounded open-mid back vowel
ʌ̃ː	long nasalized unrounded open-mid back vowel
ʌ̃ˤ	pharyngealized nasalized unrounded open-mid back vowel
ʌ̆	ultra-short unrounded open-mid back vowel
ʌ̈	centralized unrounded open-mid back vowel
ʌ̘	advanced-tongue-root unrounded open-mid back vowel
ʌ̘ː	long advanced-tongue-root unrounded open-mid back vowel
ʌ̘ˠ	velarized advanced-tongue-root unrounded open-mid back vowel
ʌ̙	retracted-tongue-root unrounded open-mid back vowel
ʌ̙ː	long retracted-tongue-root unrounded open-mid back vowel
ʌ̙ˠ	velarized retracted-tongue-root unrounded open-mid back vowel
ʌ̝	raised unrounded open-mid back vowel
ʌ̞	lowered unrounded open-mid back vowel
ʌ̟	advanced unrounded open-mid back vowel
ʌ̠	retracted unrounded open-mid back vowel
ʌ̤	breathy unrounded open-mid back vowel
ʌ̤ː	long breathy unrounded open-mid back vowel
ʌ̤ˠ	velarized breathy unrounded open-mid back vowel
ʌ̤ˤ	pharyngealized breathy unrounded open-mid back vowel
ʌ̤̃	nasalized breathy unrounded open-mid back vowel
ʌ̥	devoiced unrounded open-mid back vowel
ʌ̥ː	long devoiced unrounded open-mid back vowel
ʌ̥ˠ	velarized devoiced unrounded open-mid back vowel
ʌ̥ˤ	pharyngealized devoiced unrounded open-mid back vowel
ʌ̥̃	nasalized devoiced unrounded open-mid back vowel
ʌ̥̃ː	long nasalized devoiced unrounded open-mid back vowel
ʌ̥̤	devoiced breathy unrounded open-mid back vowel
ʌ̥̯	non-syllabic devoiced unrounded open-mid back vowel
ʌ̥̯ː	long non-syllabic devoiced unrounded open-mid back vowel
ʌ̥̯̃	non-syllabic nasalized devoiced unrounded open-mid back vowel
ʌ̥̯̃ː	long non-syllabic nasalized devoiced unrounded open-mid back vowel
ʌ̯	non-syllabic unrounded open-mid back vowel
ʌ̯ː	long non-syllabic unrounded open-mid back vowel
ʌ̯̃	non-syllabic nasalized unrounded open-mid back vowel
ʌ̯̃ː	long non-syllabic nasalized unrounded open-mid back vowel
ʌ̰	creaky unrounded open-mid back vowel
ʌ̰ː	long creaky unrounded open-mid back vowel
ʌ̰ˠ	velarized creaky unrounded open-mid back vowel
ʌ̰ˤ	pharyngealized creaky unrounded open-mid back vowel
ʌ̰̃	nasalized creaky unrounded open-mid back vowel
ʍ	voiceless labio-velar approximant consonant
ʍʲ	palatalized voiceless labio-velar approximant consonant
ʍʲʷ	palatalized labialized voiceless labio-velar approximant consonant
ʍʲː	palatalized long voiceless labio-velar approximant consonant
ʍʷ	labialized voiceless labio-velar approximant consonant
ʍʷː	labialized long voiceless labio-velar approximant consonant
ʍˀ	glottalized voiceless labio-velar approximant consonant
ʍː	long voiceless labio-velar approximant consonant
ʍˠ	velarized voiceless labio-velar approximant consonant
ʍˠː	velarized long voiceless labio-velar approximant consonant
ʍˤ	pharyngealized voiceless labio-velar approximant consonant
ʍˤː	pharyngealized long voiceless labio-velar approximant consonant
ʍ̝	raised voiceless labio-velar approximant consonant
ʍ̞	lowered voiceless labio-velar approximant consonant
ʍ̟	advanced voiceless labio-velar approximant consonant
ʍ̠	retracted voiceless labio-velar approximant consonant
ʍ̩	syllabic voiceless labio-velar approximant consonant
ʍ̩ʲ	syllabic palatalized voiceless labio-velar approximant consonant
ʍ̩ʲː	syllabic palatalized long voiceless labio-velar approximant consonant
ʍ̩ʷ	syllabic labialized voiceless labio-velar approximant consonant
ʍ̩ʷː	syllabic labialized long voiceless labio-velar approximant consonant
ʍ̩ː	syllabic long voiceless labio-velar approximant consonant
ʎ	voiced palatal lateral approximant consonant
ʎʱ	breathy voiced palatal lateral approximant consonant
ʎʱː	long breathy voiced palatal lateral approximant consonant
ʎʱˠ	velarized breathy voiced palatal lateral approximant consonant
ʎʱˤ	pharyngealized breathy voiced palatal lateral approximant consonant
ʎʲ	palatalized voiced palatal lateral approximant consonant
ʎʲʱ	palatalized breathy voiced palatal lateral approximant consonant
ʎʲʷ	palatalized labialized voiced palatal lateral approximant consonant
ʎʲː	palatalized long voiced palatal lateral approximant consonant
ʎʷ	labialized voiced palatal lateral approximant consonant
ʎʷʱ	labialized breathy voiced palatal lateral approximant consonant
ʎʷˀ	labialized glottalized voiced palatal lateral approximant consonant
ʎʷː	labialized long voiced palatal lateral approximant consonant
ʎʷˠ	labialized velarized voiced palatal lateral approximant consonant
ʎʷˤ	labialized pharyngealized voiced palatal lateral approximant consonant
ʎˀ	glottalized voiced palatal lateral approximant consonant
ʎː	long voiced palatal lateral approximant consonant
ʎˠ	velarized voiced palatal lateral approximant consonant
ʎˠː	velarized long voiced palatal lateral approximant consonant
ʎˤ	pharyngealized voiced palatal lateral approximant consonant
ʎˤː	pharyngealized long voiced palatal lateral approximant consonant
ʎ̃	nasalized voiced palatal lateral approximant consonant
ʎ̃ː	nasalized long voiced palatal lateral approximant consonant
ʎ̃ˤ	nasalized pharyngealized voiced palatal lateral approximant consonant
ʎ̝	raised voiced palatal lateral approximant consonant
ʎ̞	lowered voiced palatal lateral approximant consonant
ʎ̠	retracted voiced palatal lateral approximant consonant
ʎ̥	devoiced voiced palatal lateral approximant consonant
ʎ̥ʱ	devoiced breathy voiced palatal lateral approximant consonant
ʎ̥ʲ	palatalized devoiced voiced palatal lateral approximant consonant
ʎ̥ʷ	labialized devoiced voiced palatal lateral approximant consonant
ʎ̥ː	long devoiced voiced palatal lateral approximant consonant
ʎ̥ˠ	velarized devoiced voiced palatal lateral approximant consonant
ʎ̥ˤ	pharyngealized devoiced voiced palatal lateral approximant consonant
ʎ̩	syllabic voiced palatal lateral approximant consonant
ʎ̩̥	syllabic devoiced voiced palatal lateral approximant consonant
ʎ̰	creaky voiced palatal lateral approximant consonant
ʎ̰ʲ	palatalized creaky voiced palatal lateral approximant consonant
ʎ̰ʷ	labialized creaky voiced palatal lateral approximant consonant
ʎ̰ː	long creaky voiced palatal lateral approximant consonant
ʎ̰ˠ	velarized creaky voiced palatal lateral approximant consonant
ʎ̰ˤ	pharyngealized creaky voiced palatal lateral approximant consonant
ʎ̰̃	nasalized creaky voiced palatal lateral approximant consonant
ʎ̺	voiced apical palatal lateral approximant consonant
ʎ̻	voiced laminal palatal lateral approximant consonant
ʎᶣ	labio-palatalized voiced palatal lateral approximant consonant
ʎ’	voiced palatal ejective lateral approximant consonant
ʏ	rounded near-close near-front vowel
ʏˀ	glottalized rounded near-close near-front vowel
ʏː	long rounded near-close near-front vowel
ʏˑ	mid-long rounded near-close near-front vowel
ʏ˞	rhotacized rounded near-close near-front vowel
ʏˠ	velarized rounded near-close near-front vowel
ʏˠː	long velarized rounded near-close near-front vowel
ʏˤ	pharyngealized rounded near-close near-front vowel
ʏˤː	long pharyngealized rounded near-close near-front vowel
ʏ̂	rounded near-close near-front with_falling_tone vowel
ʏ̂ː	long rounded near-close near-front with_falling_tone vowel
ʏ̂ˑ	mid-long rounded near-close near-front with_falling_tone vowel
ʏ̃	nasalized rounded near-close near-front vowel
